DATE	DEXUSEU
18-10-2022	0.9842
19-10-2022	0.978
20-10-2022	0.9823
21-10-2022	0.9855
24-10-2022	0.9874
25-10-2022	0.9959
26-10-2022	1.0068
27-10-2022	0.9985
28-10-2022	0.9934
31-10-2022	0.9885
01-11-2022	0.9871
02-11-2022	0.9875
03-11-2022	0.9759
04-11-2022	0.9895
07-11-2022	0.9997
08-11-2022	1.0089
09-11-2022	1.0037
10-11-2022	1.0176
11-11-2022	.
14-11-2022	1.0337
15-11-2022	1.0372
16-11-2022	1.0395
17-11-2022	1.0341
18-11-2022	1.0349
21-11-2022	1.0238
22-11-2022	1.0276
23-11-2022	1.0364
24-11-2022	.
25-11-2022	1.0402
28-11-2022	1.0386
29-11-2022	1.0356
30-11-2022	1.0323
01-12-2022	1.0498
02-12-2022	1.0521
05-12-2022	1.0494
06-12-2022	1.0497
07-12-2022	1.0505
08-12-2022	1.0552
09-12-2022	1.055
12-12-2022	1.0545
13-12-2022	1.063
14-12-2022	1.0655
15-12-2022	1.0638
16-12-2022	1.061
19-12-2022	1.0624
20-12-2022	1.0635
21-12-2022	1.0599
22-12-2022	1.0588
23-12-2022	1.0621
26-12-2022	.
27-12-2022	1.0654
28-12-2022	1.0622
29-12-2022	1.0668
30-12-2022	1.0698
02-01-2023	.
03-01-2023	1.0559
04-01-2023	1.062
05-01-2023	1.0522
06-01-2023	1.0619
09-01-2023	1.0759
10-01-2023	1.0737
11-01-2023	1.074
12-01-2023	1.0823
13-01-2023	1.0811
16-01-2023	.
17-01-2023	1.0793
18-01-2023	1.0827
19-01-2023	1.081
20-01-2023	1.0831
23-01-2023	1.0865
24-01-2023	1.0873
25-01-2023	1.0901
26-01-2023	1.0866
27-01-2023	1.0857
30-01-2023	1.0867
31-01-2023	1.0858
01-02-2023	1.0917
02-02-2023	1.0918
03-02-2023	1.0825
06-02-2023	1.0722
07-02-2023	1.0705
08-02-2023	1.0734
09-02-2023	1.0761
10-02-2023	1.067
13-02-2023	1.0718
14-02-2023	1.0722
15-02-2023	1.0683
16-02-2023	1.0684
17-02-2023	1.0678
20-02-2023	.
21-02-2023	1.0657
22-02-2023	1.0623
23-02-2023	1.0583
24-02-2023	1.0545
27-02-2023	1.0596
28-02-2023	1.0602
01-03-2023	1.0674
02-03-2023	1.0595
03-03-2023	1.0616
06-03-2023	1.0694
07-03-2023	1.0573
08-03-2023	1.0549
09-03-2023	1.0577
10-03-2023	1.0659
13-03-2023	1.0733
14-03-2023	1.0722
15-03-2023	1.0535
16-03-2023	1.0622
17-03-2023	1.0647
20-03-2023	1.0722
21-03-2023	1.0769
22-03-2023	1.0792
23-03-2023	1.089
24-03-2023	1.0762
27-03-2023	1.0789
28-03-2023	1.0844
29-03-2023	1.0826
30-03-2023	1.0899
31-03-2023	1.0872
03-04-2023	1.0891
04-04-2023	1.0951
05-04-2023	1.0918
06-04-2023	1.0927
07-04-2023	1.0913
10-04-2023	1.084
11-04-2023	1.0906
12-04-2023	1.0987
13-04-2023	1.1054
14-04-2023	1.098
17-04-2023	1.0915
18-04-2023	1.0958
19-04-2023	1.0953
20-04-2023	1.097
21-04-2023	1.0973
24-04-2023	1.1027
25-04-2023	1.0968
26-04-2023	1.1052
27-04-2023	1.1017
28-04-2023	1.104
01-05-2023	1.097
02-05-2023	1.0997
03-05-2023	1.1049
04-05-2023	1.1009
05-05-2023	1.1026
08-05-2023	1.102
09-05-2023	1.0953
10-05-2023	1.0966
11-05-2023	1.0916
12-05-2023	1.0856
15-05-2023	1.0874
16-05-2023	1.0866
17-05-2023	1.083
18-05-2023	1.0776
19-05-2023	1.0819
22-05-2023	1.0806
23-05-2023	1.0771
24-05-2023	1.0758
25-05-2023	1.0725
26-05-2023	1.0713
29-05-2023	.
30-05-2023	1.0722
31-05-2023	1.0654
01-06-2023	1.0752
02-06-2023	1.0724
05-06-2023	1.0721
06-06-2023	1.0695
07-06-2023	1.0702
08-06-2023	1.078
09-06-2023	1.0749
12-06-2023	1.0747
13-06-2023	1.0792
14-06-2023	1.0859
15-06-2023	1.0933
16-06-2023	1.0925
19-06-2023	.
20-06-2023	1.09
21-06-2023	1.0951
22-06-2023	1.0953
23-06-2023	1.0887
26-06-2023	1.091
27-06-2023	1.0961
28-06-2023	1.0904
29-06-2023	1.0881
30-06-2023	1.092
03-07-2023	1.0919
04-07-2023	.
05-07-2023	1.0868
06-07-2023	1.0873
07-07-2023	1.0964
10-07-2023	1.0991
11-07-2023	1.0992
12-07-2023	1.1123
13-07-2023	1.1194
14-07-2023	1.1237
17-07-2023	1.1236
18-07-2023	1.1223
19-07-2023	1.1195
20-07-2023	1.1135
21-07-2023	1.112
24-07-2023	1.1083
25-07-2023	1.105
26-07-2023	1.1078
27-07-2023	1.0998
28-07-2023	1.1039
31-07-2023	1.102
01-08-2023	1.0971
02-08-2023	1.0939
03-08-2023	1.0947
04-08-2023	1.1036
07-08-2023	1.1
08-08-2023	1.0951
09-08-2023	1.0975
10-08-2023	1.1016
11-08-2023	1.0957
14-08-2023	1.0922
15-08-2023	1.0928
16-08-2023	1.0904
17-08-2023	1.0874
18-08-2023	1.0875
21-08-2023	1.0888
22-08-2023	1.0846
23-08-2023	1.0862
24-08-2023	1.0826
25-08-2023	1.0787
28-08-2023	1.081
29-08-2023	1.0851
30-08-2023	1.0926
31-08-2023	1.0839
01-09-2023	1.0787
04-09-2023	.
05-09-2023	1.0727
06-09-2023	1.0714
07-09-2023	1.0704
08-09-2023	1.0709
11-09-2023	1.0744
12-09-2023	1.0726
13-09-2023	1.0737
14-09-2023	1.066
15-09-2023	1.0673
